MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,After oil spill
3.67E+08,2022-12-06T00:17:26,39.84963,-75.2762,1,256.9,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
6.36E+08,2022-12-06T00:16:07,39.84528,-75.2705,0,331,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
6.36E+08,2022-12-06T00:16:10,39.8485,-75.3062,10.2,90,90,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:16:15,39.84685,-75.2615,0,248.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:17:25,39.84716,-75.2618,4.9,302.5,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
6.36E+08,2022-12-06T00:14:58,39.8485,-75.3107,10.7,91,91,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:17:10,39.83756,-90.5717,0,249,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:17:19,39.84833,-75.302,9.7,92,91,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.38E+08,2022-12-06T00:16:28,39.84215,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:18:27,39.84598,-75.2683,0,279.9,179,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:16:01,39.83756,-90.5716,0,249,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:18:34,39.84813,-75.2641,5,276.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:19:46,39.84564,-75.2703,0,223.7,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:19:29,39.84833,-75.2948,8.9,90,89,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:19:44,39.84762,-75.2654,3.2,192.8,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.38E+08,2022-12-06T00:19:24,39.84214,-74.1494,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:21:55,39.84692,-75.2663,1.3,262.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:17:25,39.84565,-75.2703,0,222.1,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:13:55,39.84598,-75.2684,0.1,281.8,176,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:20:30,39.83756,-90.5716,0,249.2,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:13:56,39.84567,-75.2703,0.1,237.9,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:22:04,39.84528,-75.2705,0,174,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:18:37,39.8495,-75.2768,2.9,243.9,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:23:17,39.84755,-75.2806,1.9,288.7,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
6.36E+08,2022-12-06T00:20:38,39.84833,-75.2913,8.5,89,89,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:20:45,39.84703,-75.2658,1.9,240.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:21:55,39.84596,-75.2683,0,261.1,188,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:20:57,39.84758,-75.2792,1,232,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:22:08,39.84748,-75.2799,1.9,262.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:21:40,39.83759,-90.5716,0,250.8,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:15:04,39.84566,-75.2703,0,240,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:18:36,39.84564,-75.2703,0,227.8,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:19:20,39.83755,-90.5717,0,249.5,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:23:52,39.83757,-90.5716,0,242.2,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:15:05,39.84685,-75.2615,0,252.8,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:14:50,39.83756,-90.5716,0,250,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:15:07,39.84962,-75.2763,1.3,80.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
6.36E+08,2022-12-06T00:24:10,39.84833,-75.281,7.8,91,91,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
6.36E+08,2022-12-06T00:22:59,39.84833,-75.2843,8.1,90,91,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:23:04,39.84688,-75.2668,0.7,276.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:23:07,39.84598,-75.2683,0.1,257.3,184,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:16:07,39.84597,-75.2684,0,238.6,174,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T00:25:07,39.84525,-75.2705,0,174,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:25:36,39.8481,-75.2765,7.5,89.9,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:16:18,39.84963,-75.2759,0.1,84.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
6.36E+08,2022-12-06T00:21:48,39.84838,-75.2877,8.3,89,89,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:26:37,39.84798,-75.2737,9.1,94.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:26:10,39.83757,-90.5716,0,250.2,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:25:18,39.84836,-75.2778,7.6,90,90,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
6.36E+08,2022-12-06T00:26:29,39.84833,-75.2747,7.2,89,90,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:26:35,39.84743,-75.2674,1.5,292.7,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:17:16,39.84599,-75.2684,0,112.1,177,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:27:46,39.84597,-75.2684,0,237.5,175,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:26:36,39.84566,-75.2703,0,222.8,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:27:20,39.83756,-90.5716,0,244.2,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:26:36,39.84597,-75.2684,0.1,274.1,179,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.38E+08,2022-12-06T00:25:25,39.84215,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:24:16,39.846,-75.2683,0,276.7,182,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:27:46,39.84808,-75.2699,8.3,84.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
6.36E+08,2022-12-06T00:27:39,39.84833,-75.2717,6.9,91,87,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:25:24,39.84739,-75.267,0.7,286.7,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
6.36E+08,2022-12-06T00:29:59,39.84867,-75.2662,6.5,79,75,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:20:46,39.84595,-75.2684,0,181.4,186,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:25:25,39.84569,-75.2703,0,181,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.38E+08,2022-12-06T00:28:26,39.84215,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:27:45,39.84768,-75.2682,2.6,278.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:27:45,39.84569,-75.2703,0.1,220.1,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:28:30,39.83761,-90.5716,0,243.4,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:30:06,39.84568,-75.2703,0.1,214.5,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:31:04,39.84527,-75.2705,0,174,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:20:54,39.84567,-75.2703,0,226,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.38E+08,2022-12-06T00:31:27,39.84215,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:31:14,39.84909,-75.2634,6.1,70,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:28:55,39.84567,-75.2703,0.1,177.5,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:30:06,39.8489,-75.264,6.5,75,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:30:50,39.8375,-90.5717,0,255.9,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:18:20,39.84833,-75.2987,9.3,92,91,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:31:17,39.84943,-75.2616,5.5,74.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:18:11,39.83756,-90.5716,0,251.4,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:32:00,39.83757,-90.5716,0,252,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:28:50,39.8485,-75.2688,6.7,89,82,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:32:25,39.84567,-75.2703,0,196,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:31:10,39.84933,-75.2635,6.4,74,75,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:33:10,39.83755,-90.5717,0,259,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:31:14,39.84568,-75.2703,0,198.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:33:18,39.846,-75.2685,0.4,275.5,185,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:19:47,39.8484,-75.2783,5.5,222.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.68E+08,2022-12-06T00:33:49,39.8438,-91.4376,10.1,159.1,511,SIR-BRI,,WDG5149,31,15,18,,,31,A,0
3.67E+08,2022-12-06T00:34:21,39.83755,-90.5717,0,257.5,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:22:41,39.83757,-90.5717,0,248.3,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:34:05,39.84528,-75.2705,0,174,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:19:35,39.84597,-75.2683,0,278.5,185,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.68E+08,2022-12-06T00:34:57,39.84094,-91.4357,10,146.5,511,SIR-BRI,,WDG5149,31,15,18,,,31,A,0
3.67E+08,2022-12-06T00:22:05,39.84569,-75.2703,0,225.5,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:34:25,39.846,-75.2685,0,116.5,184,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T00:32:18,39.84981,-75.261,6.2,75,76,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.68E+08,2022-12-06T00:31:29,39.84998,-91.4401,9.8,165.2,511,SIR-BRI,,WDG5149,31,15,18,,,31,A,0
3.67E+08,2022-12-06T00:36:46,39.846,-75.2685,0,277,177,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:32:25,39.84965,-75.2608,6,74.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:36:40,39.83755,-90.5716,0,267.9,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:23:15,39.84568,-75.2703,0.1,228.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:35:30,39.83757,-90.5717,0,261.1,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:35:54,39.84564,-75.2704,0,209.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:35:37,39.84599,-75.2685,0,301.5,185,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:35:33,39.84776,-73.9672,8.7,187.1,186,MARY ALICE,IMO7402738,WCX9570,31,11,30,8,3.6,31,A,0
3.67E+08,2022-12-06T00:34:44,39.84568,-75.2703,0.1,205,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:37:56,39.846,-75.2685,0,147.5,182,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:36:35,39.84524,-73.9677,8.7,188.9,187,MARY ALICE,IMO7402738,WCX9570,31,11,30,8,3.6,31,A,0
3.67E+08,2022-12-06T00:38:43,39.84011,-73.9685,8.7,188.6,187,MARY ALICE,IMO7402738,WCX9570,31,11,30,8,3.6,31,A,0
3.67E+08,2022-12-06T00:38:58,39.84622,-75.2686,1.1,338.5,171,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.68E+08,2022-12-06T00:36:07,39.83846,-91.433,10.2,133.1,511,SIR-BRI,,WDG5149,31,15,18,,,31,A,0
6.36E+08,2022-12-06T00:37:05,39.84528,-75.2705,0,174,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:33:36,39.84567,-75.2703,0.1,219.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:37:41,39.84264,-73.9681,8.7,187.5,185,MARY ALICE,IMO7402738,WCX9570,31,11,30,8,3.6,31,A,0
3.38E+08,2022-12-06T00:22:26,39.84213,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:39:00,39.83758,-90.5716,0,279.4,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.68E+08,2022-12-06T00:37:18,39.83648,-91.4295,10.2,119.4,511,SIR-BRI,,WDG5149,31,15,18,,,31,A,0
3.67E+08,2022-12-06T00:39:25,39.84587,-75.2702,0.4,43.1,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:39:47,39.83755,-73.969,8.8,186.6,185,MARY ALICE,IMO7402738,WCX9570,31,11,30,8,3.6,31,A,0
3.38E+08,2022-12-06T00:37:27,39.84215,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:40:15,39.84631,-75.2685,0.4,26.4,169,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:24:28,39.848,-75.2798,8,81.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:41:20,39.83757,-90.5716,0,269.7,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:38:16,39.84578,-75.2703,0.9,314.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:24:15,39.84715,-75.2669,1.2,356.7,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:24:16,39.84562,-75.2703,0,228.2,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:25:01,39.83755,-90.5717,0,244.7,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.38E+08,2022-12-06T00:40:28,39.84215,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T00:41:42,39.84578,-75.2705,0.7,330,87,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:41:35,39.84625,-75.2684,0.7,131.7,175,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:25:27,39.84595,-75.2684,0,73.4,185,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T00:42:51,39.84605,-75.2708,1.1,317,93,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
6.36E+08,2022-12-06T00:43:52,39.84633,-75.2711,1.2,325,104,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:42:46,39.84629,-75.2686,0.7,274,205,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:43:55,39.84653,-75.2706,1,322,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:41:46,39.84617,-75.2701,0.7,325.8,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:28:04,39.84528,-75.2705,0,174,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:44:59,39.84611,-75.2692,1.2,239.6,240,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:28:55,39.84598,-75.2684,0,211.7,173,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T00:44:55,39.84675,-75.2713,1.6,352,123,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:28:57,39.84837,-75.2668,6.8,81.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:44:51,39.83757,-90.5716,0,245.7,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:45:05,39.84689,-75.2708,1.9,336.4,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:28:54,39.84779,-75.2689,0.8,7.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:42:54,39.84638,-75.2704,1,313.9,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:29:40,39.83752,-90.5717,0,248.7,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:29:56,39.84598,-75.2683,0.5,46.3,192,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:31:05,39.84597,-75.2683,0,149.9,193,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.38E+08,2022-12-06T00:46:25,39.84216,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T00:47:02,39.84778,-75.2707,2,44,178,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
6.36E+08,2022-12-06T00:45:58,39.84728,-75.2712,1.9,19,150,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:32:16,39.84595,-75.2683,0.4,245.3,248,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:47:05,39.84616,-75.2702,1.5,299.6,288,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:48:10,39.84648,-75.2707,1.8,315.3,316,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:47:10,39.83757,-90.5716,0,237.1,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:47:24,39.84773,-75.2701,1.4,64.8,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:46:00,39.83757,-90.5716,0,241.5,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:46:02,39.84603,-75.2697,1.4,266.4,263,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T00:48:05,39.84807,-75.2701,2,74,208,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.68E+08,2022-12-06T00:32:39,39.84685,-91.4389,9.9,163.6,511,SIR-BRI,,WDG5149,31,15,18,,,31,A,0
3.67E+08,2022-12-06T00:30:04,39.84851,-75.2658,7.3,69.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:46:14,39.84746,-75.2706,1.3,34.3,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:48:25,39.84776,-75.2697,2,104.7,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:49:08,39.848,-75.2695,1.1,113,238,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:50:17,39.84726,-75.2715,1.2,333.7,347,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T00:51:21,39.8478,-75.2702,2,270,270,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:50:36,39.84647,-75.2723,9.8,267.5,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:51:19,39.84753,-75.2721,2.4,285,278,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:49:26,39.84736,-75.269,3.3,238.7,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:50:41,39.83756,-90.5716,0,234.2,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:32:28,39.84992,-75.2592,6.1,75.9,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:51:30,39.83638,-75.3596,8.6,56,52,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T00:51:51,39.83754,-90.5717,0,230.5,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:52:40,39.83796,-75.3566,8.5,57,53,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.38E+08,2022-12-06T00:52:27,39.84213,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T00:53:41,39.84805,-75.2729,3.9,275,272,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
6.36E+08,2022-12-06T00:52:32,39.84792,-75.2714,3.1,276,272,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
6.36E+08,2022-12-06T00:38:12,39.84532,-75.2705,0,174,78,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:37:50,39.83757,-90.5716,0,276.3,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:51:55,39.84663,-75.2771,10.1,278.8,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:52:27,39.84769,-75.2732,3.1,278.5,278,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:53:36,39.8478,-75.2737,1.7,281.6,281,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:54:45,39.8479,-75.2753,4.6,273.5,275,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:55:02,39.84103,-75.3506,8.5,57.7,55,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T00:54:04,39.84733,-75.2852,10.6,272.1,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
